Revision opencl for FPGA
Soln: 0xb: f56 34d77 2203d 86ae5 98d00 d3fff d23ec 12e1c6 21105 ca284 100f06 125e25 9eb47 1ffcc4 16b58b 19c34c 207f1 1424c3 5105a 1355b9 25a40 2cf91 56266 b4145 5ff09 182dab 65805 67466 7b5f2 e4328 10baae 1d4a7b 12999 4d7dc 16d933 19a633 77d7b fa4dc 102340 1bae37 86d16 16dd30 ce8d4 19b002 9754f 1a1bf3 bba36 1b6d97 2cdbd 871e8 3fe5a 776fe b8e3d c1acc 16f92d 18ca21 4db0e 167053 162f0c 1e4af9 a4e35 cfcc1 18f550 1c25d5 b78a 1924aa abe08 1e6476 3baea b21b6 de6a4 e9d60 3f53a b4731 943d6 b5524 40221 4edf8 55529 ff8a1 d2d3 1128db 71d8b 187364 567bc e6508 fa6bf 1096aa b2fd3 b5b85 130164 1d6be7 b8c6f 17d37d cde8b 1eef59 1c0af 8592f d5eb2 1b3fb6 351ee c5219 1144ec 1bef12 75f7a c1e3d 179c45 17aff7 bac3c 195f0e 1298e7 12d9c6 6a00d 1e6080 8eed7 9beb6 160217 1c6504 18c2f1 1cefa6 8e9cc 138655 af22b 12c057 c42f5 1c2380 10b489 163963 9cdd 1affbf 149db7 1ed7fb 35858 1cabef 65fc1 6d3bb 14352 33b2f 276d1 18bb2b 82fcf 1ba74d 1942b5 1bdffa 1c1f5 133d74 8112b 1c2286 ad7f6 e2c61 1cc44d 1f522a 3a32a 8e390 77dfe f603b ad6d6 17ea65 be6d6 113ceb b1f1 16178c 5a879 c63cd 7b481 1e8652 96899 1b3aa5 6a4fd 171818 de6ee 14b7cb ebf3a 1ae488 14e9e7 16f805 22e75 1f60df a6911 191068 23d0c 1eacb9 10011e 159df4 34ee0 1014b5 6bb7f 1ac789 4e164 139d85 64538 7391e 11519 186c52 16b548 192b1e 626ab 1c61d5 ab090 cc141 74658 e853d 74670 19cf05 995ae 1200c6 e143f 12ed4b 443ca 1a71f7 bed5f 132cb5 9b859 106e39 d0439 11bd59 63dbd 1f8d80 17bbe5 1a6d7d b9763 120080 114120 1381f3 18590 14d513 12ba0d 1c5cb9 47be4 1dda45 ec1fb 1a866e adb23 e6e4e 187cf3 1937c7 bd65e 1ef026 1585f5 184889 29338 1c1efd 137bf0 14c562 8a74d f0339 10241b 1baffa 32523 189406 94492 110a86 b6eae 1a4338 174144 1cefa8 103d 19684f 964f9 d2e0f 11334 de8f6 a5ce0 1993b7 16ea9 1a0707 224bb 9f44c 560dd 10b9b1 10f7c7 13efd4 d0c3 1583f3 6d4ee 1bab9d 3f55f 51614 bcbfd 121100 44f34 1a8f90 a162a 1bad9e de6f0 17633d 12da64 1c9a9d ef21 92f89 1206ef 126b25 5ab2b 1bf5c2 be08b 1ab5d4 66b0f fe66c 8b8c8 1e80fd c54c1 1ea2a5 c6436 1e925c 141e4 ee46d 11ba27 150687 365e2 606a0 70ce4 a8c59 5f99f 1cf5f5 199fc2 1c8bb4 70bd7 1ec00e b2de9 15de26 4abb 6263d 7e5eb b9a96 14b0a 3ddc2 416a5 ac2ae 765c 8c2ed 117f7a 14bdc5 af1e0 ceede dc909 eca2e ca38 1b4af7 9c7ad d2835 bf930 fbc6f e79dd 126846 2d46a 4709c 194098 1b92e6 b38e2 1cbae5 187627 1eb3ae 559f 122dda d8efb 1b357c 6f952 1d50d9 17b2dc 1e85ac 44b84 ee9e8 64773 19538a acdf2 18df88 1963e1 1d897a 4d59a c846f 77273 babd7 94ef6 d2bfc 12f8fd 1781a6 7682a c3e59 86cae 14913f a42d4 15f562 ec395 11e675 2739 45128 a8723 b1c38 3678c 12a67a 7a690 159341 443c2 1bf4f7 16c0db 1fc85f 715dc 90b05 13404a 19dcd2 9f7b 1a2840 13bb3b 1c4f89 721e0 b5c3b 197442 1abb6c 1cde9 1d6660 1062c2 1a2513 a3f26 1ad4d8 e7047 19a9f8 18875 7ad50 658dd 123d4d 2538d 147234 7502b ca9a0 22cda 3803f 71cf8 1ad85c df253 1c1206 1afc41 1c2f03 25a64 153730 2f134 74126 2b5c2 a0df2 10b98f 19f0d8 5e126 bd8fc 17d2b3 1933fd 112531 122d7c 16621d 1f7f65 2bd9 10c7f4 2e740 1444d5 91311 13fefd 156a62 1bce66 2a7a6 eb99a 18392c 1dc36e 6989a b04a7 707ac 12a579 d28f 155ad9 98859 1d3d29 a044c c74c0 fc460 1d449b 1542e 14a4c7 85e8a 12123c 1130d6 14d504 124352 195223 3394e 194b6e 121e43 1af5ca 89782 1580b0 13380a 1f7b92 62021 ac083 6aac4 db0d5 9281f 1e4a1b 13b351 1b93d6 35a99 11e012 5d903 ac536 b983e 1f77f9 113fb0 12a10d 43472 85237 1370a0 151a03 449f1 9f2a8 138a60 198f5b

Soln: 0xb: 3ca4 316d4 1ceb3 dfc59 119894 141b45 155e72 169a7e 14bb3 192ee3 a6ff8 1f30af 7e62e 148312 c785e ebe24 4328 1f7066 198c1 13de1e c00bd 1ce013 18f4cb 1f22da 4998d 1ed679 ced69 1344d1 f60e3 1aa13a 19abc4 1d02b9 11049 1161c3 e7681 19cd54 2ed94 3a6db b55a6 d5dad 66360 837c8 198f63 1a29e4 a6d5d 1921c5 fcdc7 1767fc 33ca8 d1dbd 9813a a3ed6 4b5bf 16e048 db2b6 1dec05 3e782 1679f0 666ca 1afbf4 d0aff 11d785 166615 1f376c d1e1 f0b17 b84d7 c33f4 14e35 d6c1b c556d 1295ff 533b3 dd9f2 163284 1c2b35 597d5 1d3d2e 138623 154364 21278 1a7349 4a9a3 172a55 6e92f b0ce7 12feaf 1d61a9 360ba 166c22 71103 92d43 44b8b 1f07c1 97738 124634 efc2 9acaa 11fb61 19d56b f122e f945d 119193 1fbf54 3c5c2 9f286 d18a7 15abd3 3fe6d 1b1659 18d14c 1c395f 4fe0f ad126 79915 1a0e2c d3bf6 e4e11 181e49 1ab001 a803f 1798c6 11e7c2 18a14f e3786 157ba9 13b39d 13e57c 6dea 1f935 3339f 16cfbe c60de 1352c9 1532e8 194ab6 abc56 1a06b5 b10e7 1be39d 117367 19adac 156771 1b6b3a 14951 14789b 3c135 1657a0 ce24e 1ccb22 fe5ea 1b76fa 44dc8 1f55ac 1145ac 1d8e26 5204a a01f1 a09ab e083e b337 3da68 19feb 1c154f 2184a 90db4 15df5d 18e00d 3deae 1f22ca 12ad78 1367ad fa839 1fd36f 190c47 1c8eeb 6a264 f694e 169385 1bf5e6 a8778 1f1ab9 c147a fd362 75ed2 14feec 152b20 1d1e14 fe2e7 18ce50 185a3a 1a717e e571 5dcf8 412a2 e7073 26966 11d429 725b4 155d02 e3552 15c71d 10fa31 1cb8a0 163a1f 1ff418 1a8d6a 1ec6e9 3cbaf 19a460 78ba3 817d1 6d18f b594b 7e896 1213de 740b9 172f40 84653 1171c0 d066a eb93e 12e68d 15f9b6 1b132 f803c cf851 193cf2 d6d16 1e6ff5 1538a0 1c3c03 2a885 126058 59a2e f602e 521bd 1b98cf 189add 1cfb31 37466 1fbfe7 bf490 1e58d6 3da93 175526 7f46a 1606c4 583e3 d2326 603fc 137092 5d1ee decac 65e76 128f79 40ab 1d9448 11e1e 25e62 53001 a154b 192c66 1bab47 49468 8b8cf 1095b6 1f6de9 51ba0 138919 a287c 1b1697 18736 751aa 1c29e d0ca6 1868c0 1fe012 1a85b9 1d9c35 5239b 17855e 1bca48 1e41bf 769e1 173935 12642b 18e646 c405 1b8c9f d0f3e 19b6d2 11e651 1c91b5 12725b 17c640 210bf 3ff50 9404e 185ecb b7835 14c243 15793e 1f993e 23ab9 1fb8bc b1e63 107b92 50d93 f0371 7eee9 bca59 b39d7 106312 1173d2 1868f4 146309 1bf40b 1ac5f8 1f8189 4b17 2151b 160619 17c1ea 23c5e d5810 d6bac 109450 7d02 4a61c 129e7a 12c241 82c3c 1eab54 11b9a7 138583 69d9 39539 12ed63 1a8b7c 8d192 169ecf baca7 1a7528 3037b 9f720 112fb3 1a4272 49988 18ac7c 120878 19f05e 76ff 10c20c 4d278 1c12c3 127fd 1bd80e aee6b 1622da 1addd 1cfe79 e8db5 1d59d4 3f446 f74f9 eca5c 11ca5f 11239 fd9d1 9a105 e1970 33d67 170f0c d726e 18855e 1e28e 6d796 4c5d7 1680e3 11a7b7 1cd9b2 11b466 13317b 732c 139d1 12035c 1e2816 c1991 cfd29 1096d4 13420b 141ff 1b9b89 f0941 16bdd3 51777 1f73e5 6f59d 91381 1646e 178694 f2615 136a9b 4e2e2 11a0f8 4ee0f 152234 219dd 16877a 55fa0 1c2dd2 3de6e 1f987c b203d 1df195 8c99 162b82 120bae 140574 d4bca 10dbde 15be3d 16704d 10d73 1182dd 3cc95 d9446 28b54 a042b 75b51 14b61c 13ebe e9eb8 f4634 11e587 7da11 1d5a5c 11ebcd 1b7e2a 5398d 6567e 606a9 1b062e c31d6 16073c 15c501 18072b 23143 780aa 5ddf8 1d2770 9f07e 147536 ccb18 1bc6aa 7c30a 14cbe5 a2a51 1b237e b0c50 b586d bbb13 1fff6e 2db72 18d877 1875ca 1b200f 4997b 1ce918 1505e9 1c420e 63cbb a5c7b 66d0f 1d0350 8a270 1bdae1 c77e4 de1ef 3e9c1 873ed 5401a 15b226 65bad 12f3a6 7eb7e a1746 4ad17 1cf19b e374f 18d933 11809c 1c563d 119ceb 1acbc8 61f6a a0917 158d61 1e829d baebe 1dbe9b bde67 158f23 11995c 16f504 15a92c 1d6147 13cc6f 13e82f 18e2c9 1c026b

Soln: 0xc: 59f 3729b 18b260 1fa412 14105d 1dcd0e 197712 1c5280 7884 186b98 475c4 84d25 16a754 1bba48 16c2aa 193d51 1b300 125b12 5528c f59be b61fb ba9fb f6d8e 16e42f 60762 19cf4f c962d 1d922c 870c8 15a11e 13a0cb 162264 2681 7d159 a3469 1aa5d2 17142 812f5 9a510 149b1d 31e12 b6563 113b88 1b732e b2bad b63ab 1b0738 1c73f0 4dfd 1dacd7 781f7 15fd47 37e8a 178b75 381a1 1e6027 55aa 158eef 8d361 10b009 e3ee6 1aa95b 142477 174802 4f3b 2dd6a 18eeaf 1cd077 33bdd 1249b9 141f76 19b34b 20447 19dc38 16c7ab 191a48 13f4c9 17d230 1486df 1c8db9 21959 1432aa 3809b 92612 582d3 84b55 17cfa0 1e590a 379fa acd23 af37a efdb6 4ba5f 109cbd fc137 1136a0 be4d 5e573 a7693 d1957 3b4f9 60768 c38f6 1548ea 2faaf 5daf9 b4fc4 119790 8d1f4 1c501a a328d 11baca 1789c 16bce3 8cb6c 156510 7b382 1dfdb5 1151a7 1cc6f2 4856f b6a0a 10ba72 1f57cf 150df4 1854eb 19fc98 1cd561 64ff ffbb 1cfc5e 1d04de 5c392 b780c 148fd7 189f6e c4be 5a97b 82482 cc6d5 111da a275a ca8f9 15e688 c7d3 35bf4 191e2b 1d5528 298af 89087 a1175 196a0d 2e217 f80a6 41f80 bf013 13bb8f 14537b 18358a 1e1f4c 11fe2 b213d 8da3f 1d3e6e b28c7 e41c1 1370ea 1b1acd 5702f 148f57 188b04 1efcee 848b2 112f28 1c5ca9 1c7750 14034 77097 12bd51 1b1e9c 46761 17f439 b83e4 1a322a 15c63 e7800 d1e07 db14b 26fc0 1b7520 641f3 b689c bd38 ad215 60aa0 14bc49 aec42 1b663e c2316 180492 1ed3f 1f145 90bde 110e6e f7b16 11ab12 10f7d5 1b7a15 587fc 17ed69 1029f3 143549 6f0f9 bd158 cbe3a cd2bb 700ef 1edc9e 10573b 1aaa5a 10db85 1fe7b1 131253 1a4f76 16f04 2f799 cc974 19514f 6287d 1a8f76 f8927 105b05 52ded 5700d 102c84 16be51 85e25 1a6b8a e807d 1f5ce4 2ad6f b8dd6 5285e 13d229 4651f 189a9c 1223e0 1e98af 2dd29 ad0e9 c7579 1ab79a a8cd9 db9ba e6ed8 15936a 49ba a16ac 1b35a7 1c7f13 11571 dabad d2620 1db9db 26be8 f1232 10c7ff 1c669a bbd66 cd318 e92a0 1b787b 2488b 63e48 5ad7d 159ff0 9e082 13ebda a756b ed417 3253a 1d22b6 129271 19f3b4 34226 7f90f 6c2ed 131d7b 5fbb 16c6ae 97374 1333a3 4865e e1b37 4947e 1697ea a52e1 1110c3 14e80f 1592fd 15acc9 1e9290 17a1b7 1f84a3 505a4 1f01e7 124ab5 1da0bc 65f17 130280 156f19 1e53b2 5e2a3 1919b4 125447 185d23 9845b 1a7e4b 185462 1b3580 19831 6ad45 5d739 11d208 dc44e 174556 15e5c5 165404 1ad04 1f404b 10682b 1e9ee6 2a04c 6c423 133e6e 1aa171 5155c 197c79 70520 b8746 c7b8d 17d8eb 1d19bb 1df6d5 89431 bace0 12eb0c 1dc0d4 12f1d4 15924f 157752 1cd595 28220 188e83 c2f9a 1da7cd 53820 1b8a7e fcd9a 10c056 662ef 1bcfeb 15ac86 173f9c 83195 cff46 17ebd7 18db13 2bf08 7cf7d 12cf1e 1ebbd9 853f0 1283f2 89630 18a3a7 4a811 ab040 11dc48 15118e c4243 15fd6c de382 1e3961 adff 11cd5a da825 1c1e6b 1c250 1843a7 4bd59 13b5e5 33b9e 1e6bdc 131537 1c392b 65acf 181501 c67dd 1f1289 186ab 64f70 b40fa 15c1e0 3f853 1990d6 47fd1 e4c3d 3d4ed e64ea 929a9 148acf 117969 173741 184fac 1cd4ef 12920 133f56 49d14 193cf2 f2516 1a9e6b 11727c 12f634 47daf 1b7d98 e4e09 122bd4 6813b d623d adf07 ce191 38a20 aba9b da247 1b9196 b8250 170bd7 11c928 12acd7 3cdcf 121def 130cbe 1f9794 54c3e 1cde89 146208 176b6c 10ce3 3b015 113699 18c4b8 b0902 145cdf 177e15 1bca4e 1a6a1 dbe17 119595 1e95e6 91a19 afccd bcc94 1c7a8c 20eff 1eb377 5c186 15e2d0 b763a 108291 bdc88 14b4d2 30216 9b941 37581 51cde 9e620 11c87f 165751 1f9fea 3c9da bf309 d8eaf 1b9b98 4660f 186be5 9c66a 134b31 f389e 1fcb0f 146bd7 1b1dc2 10b6a1 1c03c5 10d1ff 17fc08 8d3a4 c37dd 1e7589 1f6ddb 9638a a892b 132551 16e468 967f0 b8062 114c11 1224c1 143462 1e8a6a 1b3e03 1bb1b5

Soln: 0xd: 3bc 3ea2d 16846 2abc1 325f9 117d05 c722c 13ecdf 31c37 121dee 10c2cf 152d2f 5b1ef 166f12 13ce36 1404f8 54c4 1bd357 846e3 cd46e b5c7a 1ba5f2 14af4e 1736fe 507f9 1652fb 10705f 1ce215 611cf 1686e8 d169e f2657 1278 16fb25 b9080 107ca7 17f673 190c9a 1a87ea 1e514c 1e13c 6e196 af0bb 1dd465 2f916 14310b cca6c 16142d 66726 1a35d1 1c9dce 1e0bb5 b9bbc e8a90 10b0f5 159acc a01e3 1a1ac6 a97b1 17b3fb 1084ed 15d501 119e55 1aee15 ad59 15df59 cf204 108686 4ef93 110fd0 8b7fc ff255 18236 198577 53ec2 14463a 15b616 1bb8f3 1ab9bf 1ee947 1b0a2 1a3011 b1a02 12bd68 50d51 5ea17 9a380 1afb32 9bf47 d8e41 1d7d0c 1fd066 f5fb8 1b24ba 153acb 1a86be 1f2e6 1ebcdc d6d23 19dcfe c21da 18d420 13a5a0 1c327e 45513 1640ec d1dfa 1c5a5f 787d0 d21cb 8e606 18c0e9 2b2c5 17d105 1b8ddc 1fbca3 3d961 15115a c661d 1b6774 5fe96 1c5f36 1ad5c4 1c6784 a2b45 18482a 167aac 1f9812 ff9 270db 1d0170 1d3749 40928 579c9 ad28b 1a7ce1 1ad16 1829c7 49f87 87431 b5543 152c40 15d583 1eaa9a 5706e 1aa6dd 8fbd4 147db5 7ca1e 134505 941e2 1ccb89 955d7 e3843 163349 182678 126b59 1a7dd1 185e32 1a6181 674a 17d73a b7e58 1b22ae 30863 853ba d2c62 1e176b 46974 ddeca 80e00 1973a5 fccb9 11abd3 19c77d 1be432 1a840 25c13 9ec62 e2f31 6ef83 8f230 127334 16aa40 22ce1 1137d5 1172d6 171a4b 4af72 106a1b 738af 9e300 118ea 18ae48 3246a 5f6a8 581db d92be 7d4a0 19edc9 476d9 1fca5a f7115 1c7a07 bbf37 195b37 161e1e 16a7db 2f0a8 1ae36e 102abe 1e043e 8ab68 18a5c5 17d13b 192c3c 58d80 1930d4 d0bce 17869f 1451e2 1fb1c7 157689 19b45a 190bf aa007 67a89 1405fa 72dd1 1998fc 87ec0 f722f 3cf11 1f1e70 a14eb a2866 c4566 117864 ee8f9 16abf6 2a8e3 1e2a43 a5c26 15b7a0 8632d 94ceb 1b3322 1be1a4 792f7 ebb95 d007c 1c3304 89c16 1b416c 1ca1ee 1f6f98 5061 173339 e9a3c 1efb53 aeb67 1bb695 1183a4 19c169 5ae64 10b2bc e853a 1dd3d6 ad4fe ed7c3 b3e91 10c18c 3073b 1199a7 621c8 1b1051 ab779 170b07 f07a4 1b100b 30f59 1a9938 12c93b 191f94 7b046 18bcb6 103d11 1e4ea7 26ce5 186bb7 de85e 1d62d9 a0d97 15aa96 d7a13 13a052 77820 f77ca a3ab7 1cf30e df956 136a70 1d4fd0 1dba51 5faab f9765 1299f6 165941 cd7f7 129750 18ddd1 1f04e1 93b35 1ce00f bf720 198ae4 117634 15dc95 123043 19febe e671 14af0f 5e80e 1a7850 760a2 a72a2 16f5e7 1fe274 29881 15917c a5b0a 1b0d64 42330 14d602 5091a 514da 1be26 125f6e 40d22 19be7e 2cad6 196927 c3804 ff635 91fff 19bfeb f3a5f 115948 9961a 15a21d 9c730 1561ba e827 e8e34 15e08c 1b6bab ec82 42b8a 1a3450 1a3590 3457e 1f3b02 7b3ed 1dbe4d 6701d 1278e9 d1887 19cf5a 260bd fbfa2 94c10 152513 66104 127c81 182791 1e40d8 518fc 155eca d1971 f0e80 7993f 1049b9 145862 1c6ff5 97f4 679df 14d9dc 1f63ac 18082 14b458 1725fc 19e7c3 4d586 1f4263 e54b8 1b7128 6efe1 1aefc2 19bdce 1d8aba 3b898 f8aca cf3e5 1b54b3 a5bbd 11e509 c57bc 1ac54b 77891 1ef770 15e831 1fdec1 a043a db77c aa920 e07f2 c251 1bc463 14ca8c 16c5bc 5a0aa 179a7b d681a 157f2f 1b950 454fa cd2be 10d1bc b3d06 19639d 182b9d 1bfb3e 1129c 59d2f 20590 1dc0da 13a5a 650f9 1ac37a 1d2afa 6ae21 178cd9 72de3 1b7f55 82f68 f2de9 11b7ca 14df69 126c8 1fcd81 1500b0 1cd030 14764 127d83 8a7a1 1d3a29 344f3 1a8f76 6bf6e a27cc 80aff 19914e 161f98 19ed47 1b72f f8415 76394 dc339 cc7a0 180cb4 1971f8 1b9260 1ecda 86077 1187c5 11a1d5 9b930 1cbc56 1df528 1f5728 14143 f4760 3abef 45e1c 1a283 1b1d20 14de91 16c131 624b3 13cbc3 159ed2 1695f8 a9797 1942ca ad553 bd4a2 27afa 1b1abb 8b6b2 177e57 67df8 19afd2 1598eb 18e624 38d31 11c62e 1175f7 1885f4 5a5fe 178a3a 173fb8 1e3f40

Soln: 0xd: 61a 194070 18ad88 1ca6a2 74df2 e56d8 131f16 136069 d6b57 1a3a6f 10361d 1ed240 de9c6 1f4aa1 113d2b 19119e 12d49 1be463 4d88d 168c68 3f29b 13fbb7 73027 1cc00b c63ea 1db1f0 cdf68 101cf9 c64c0 1aae47 1827c0 1c119a 29d66 1df5cf a9234 1619fd 6b741 174262 e7c69 1bcb76 887c4 c7849 dfafd 1bfc0c a3a8c 1f79d7 b460f 1c4e01 5686e 104f4e 72338 807ec cf538 fc38f 10482a 10c7bd 5b157 1c7d7d 18939c 1c2ded 7f638 1a1df1 cd09a ef289 6e6c 8e9f3 187fce 194f50 30718 473c3 52a90 da9d6 b3e71 17ff74 19e950 1f485e d176b 135667 d6237 dd55a 53a75 1cc271 af2ca 1a875e a7729 1779da 160b3c 1a4a34 e7329 147c34 144f32 16d67f 1197ad 199c71 16707b 1fd0e4 b2d8 42afc 1575c8 1cff30 401c9 1f5f11 b786d 10cd9b 19322 8da50 29f47 35929 5721d 19034d 108cbd 109b25 36ebb 4e8c4 40613 64d47 b6d36 f2438 14d376 1643c7 9b245 e54ac d2185 13d62a b6df2 11b4c6 be014 fc054 40ce c5f70 1302ca 1c91da 5da90 f3ac8 a8091 fc3ce 404e2 1065e4 bbde1 1530b7 6f9ca 162ff2 85b45 cfe0d 16760 f33af 99525 f35c6 7fb6e 17228b a9556 ab2e0 1b7e8 d211d 956ed 1b2455 37d80 d3039 54f14 10ff2b 42d3 17abea 13f8d0 1ae5b6 7a438 cdb44 db12c ddeba 8cdb0 1ef277 90b69 98f8c b5e97 164aef ddbb6 dfee3 119e6 59ff7 11eae5 140a4b 892bb edb86 11b8c3 1ef07d 1626a ca019 1e83bf 1e8eaa 6a345 1d8ece ec647 ec813 aa77 398eb 758d3 7bdd6 39592 ea3da 1531da 1642ae 34eee e8457 6d8ff 1361e4 cce0b ec161 15f561 193cc2 f68e 18575c 37d1b 1403a4 169cc 1f8031 1084b5 140b7a fe89 130d93 12a61b 1af72b 1486b 28aac 17fbcf 1de71d d9cb 62083 1119d1 1ec162 133238 1df825 156562 172b54 b6c1b 1f9930 1b54e9 1cf7b4 f6526 1a5515 126f31 1986c8 19080 fdc63 5ba9f 16a4f7 57146 97af3 12494e 16f89e 1bdbd df83a 66bbe 10b4bb 16f45f 1717f2 172898 1cd0f1 10ae 4b1a2 125b5f 1f9ba0 87528 1354f4 15d810 18a1ea 490dc 198975 9372c 173fed 4dc0f 12fb01 f50ec 1ff139 103a5 1765d7 9182d 14fe16 4ffb2 1a8038 79a70 ab29e 25870 6dca8 47c60 19ccdf 30453 b18c4 8f17c 1cba10 22e92 51886 fede4 1049c1 d5525 f6061 11058c 178bf5 2bf37 b9f21 89d7c 107aa9 39759 1dfaeb 70d55 dd488 2d4fe e2110 14ee3c 180aa0 713eb 1e081b 13e87a 147873 78e42 1f6d5e 1cea2d 1d1a0a 16f7f3 18e590 1bb2e4 1d93c4 61bb 135887 6a9d6 1b2098 27a22 5baba 15315d 18ec79 52ab2 a9d00 b5135 161211 88438 9041b f406b 179fa4 5d4f0 114b07 f0706 1cc810 9fcfe a65d0 cda2b 1d55b9 623c4 141c8b c103f f373f 899e4 1e02f0 11c36e 122a14 b6a4 d9fc2 776ff 8491d 38e35 187c96 a1294 13b11d 28a0d 837b0 1c0e90 1eaf54 3bbd4 12dc98 1fa068 1fd01d 5d65e 112a88 e1c13 11c31e f2694 15b115 13d843 14025d a1624 12853f 1b9e0a 1de2a0 ca57e 1a8068 15b4c6 1652da 27ca daf62 cafbe 193216 ccd1c eddc6 d3fa4 193444 2a7ec d609c 197756 1b8a78 2b01e 48803 1605c8 1b4102 2fb3e 7256b 12ed51 1b9c52 3890f 14aab7 97aa9 b867e 38302 13460c 10c7c7 173607 41fa0 19f655 43073 1612f4 1651c 1397f6 26b6b 1868f2 d1c52 111e36 e0108 e9ed9 2279e 13d66b 113d9e 15e87c 4164d 1cc3cb e5081 1001f2 17b70 1e6f5e 18317c 1ac5a4 2ebf6 1839f5 f85e6 11e5d8 4e534 6f1a2 1177ce 1a7353 9b401 a6be8 1a78f1 1d4c92 fc5f ec314 196d38 1b6883 b829a baef4 c820b 1c1040 1bdc9 1ba374 ced25 16791a 55a71 191df5 7f556 1f3dc2 375f1 126069 16cc3c 17fc59 f3b7a 1d32b4 12891c 1d8fcb 106e87 10b334 1923bb 1c24d3 162c35 1c2f2d 17a8d1 19fdf7 2e330 1fb764 15920c 186e13 bf3b9 1fc96b 10781b 1d1a38 2feb6 1aee80 61df6 87453 66120 14c929 a49f1 16e272 5ce31 7525a 165d17 1db293 85aba b244d c7de1 1ef80c 98eec 16f74b 1419cf 1a41f2 9c4bf c5008 119589 1bd3aa

